1.000000000000000000e+00,2.200000000000000000e+01,1.800000000000000000e+01,5.270920000000000272e+00,6.864000000000000309e-03,1.000250000000000028e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.400000000000000000e+01,1.600000000000000000e+01,3.325422999999999796e+00,3.902999999999999785e-03,1.444139999999999868e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+01,4.700000000000000000e+01,1.268748500000000057e+01,3.732519999999999727e-01,1.285479999999999956e-01,1.000000000000000000e+00
1.000000000000000000e+00,5.300000000000000000e+01,4.300000000000000000e+01,9.118900999999999257e+00,2.724340000000000095e-01,1.147900000000000031e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.400000000000000000e+01,3.900000000000000000e+01,4.103809999999999958e-01,0.000000000000000000e+00,1.235720000000000013e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.300000000000000000e+01,3.700000000000000000e+01,2.305771000000000015e+00,0.000000000000000000e+00,1.267409999999999926e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.900000000000000000e+01,2.500000000000000000e+01,1.633493000000000084e+00,0.000000000000000000e+00,1.395750000000000046e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.223659999999999970e+00,0.000000000000000000e+00,7.107099999999999529e-02,0.000000000000000000e+00
1.000000000000000000e+00,2.100000000000000000e+01,1.300000000000000000e+01,6.151117000000000168e+00,0.000000000000000000e+00,1.167929999999999940e-01,1.000000000000000000e+00
1.000000000000000000e+00,7.500000000000000000e+01,6.400000000000000000e+01,8.746329999999999938e-01,0.000000000000000000e+00,1.091339999999999949e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.500000000000000000e+01,4.000000000000000000e+01,1.729372199999999893e+01,0.000000000000000000e+00,1.123780000000000057e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e+01,2.200000000000000000e+01,4.362320000000000086e-01,0.000000000000000000e+00,1.396570000000000034e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.900000000000000000e+01,6.300000000000000000e+01,6.255110000000000392e-01,4.799000000000000314e-03,8.958699999999999997e-02,1.000000000000000000e+00
1.000000000000000000e+00,4.300000000000000000e+01,2.700000000000000000e+01,2.403903000000000123e+00,0.000000000000000000e+00,1.382869999999999933e-01,1.000000000000000000e+00
1.000000000000000000e+00,9.300000000000000000e+01,8.600000000000000000e+01,4.011830000000000118e-01,0.000000000000000000e+00,1.245050000000000046e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.800000000000000000e+01,1.300000000000000000e+01,8.785379000000000715e+00,2.932999999999999843e-03,8.993600000000000205e-02,0.000000000000000000e+00
1.000000000000000000e+00,9.500000000000000000e+01,4.600000000000000000e+01,3.740989100000000178e+01,6.114911000000000207e+00,1.342470000000000052e-01,1.000000000000000000e+00
