1.000000000000000000e+00,2.200000000000000000e+01,7.717610000000000303e-01,6.864000000000000309e-03,4.869029999999999747e-01,1.000250000000000028e-01
1.000000000000000000e+00,2.400000000000000000e+01,2.341850000000000043e-01,3.902999999999999785e-03,5.209080000000000377e-01,1.444139999999999868e-01
1.000000000000000000e+00,5.500000000000000000e+01,3.079428000000000054e+00,2.724340000000000095e-01,4.832839999999999914e-01,1.147900000000000031e-01
1.000000000000000000e+00,6.000000000000000000e+00,1.503819999999999879e-01,0.000000000000000000e+00,5.763179999999999970e-01,7.107099999999999529e-02
1.000000000000000000e+00,4.500000000000000000e+01,1.974418999999999924e+00,0.000000000000000000e+00,5.460080000000000489e-01,1.123780000000000057e-01
0.000000000000000000e+00,2.500000000000000000e+01,1.161190000000000000e-01,0.000000000000000000e+00,5.516820000000000057e-01,1.396570000000000034e-01
1.000000000000000000e+00,9.400000000000000000e+01,6.609500000000000097e-02,0.000000000000000000e+00,5.412770000000000081e-01,1.245050000000000046e-01
1.000000000000000000e+00,2.000000000000000000e+01,6.735419999999999741e-01,2.932999999999999843e-03,5.694580000000000197e-01,8.993600000000000205e-02
1.000000000000000000e+00,2.500000000000000000e+01,4.848290000000000100e-01,3.066969999999999974e-01,5.520019999999999927e-01,1.084279999999999966e-01
1.000000000000000000e+00,6.400000000000000000e+01,8.010499999999999565e-02,0.000000000000000000e+00,5.511819999999999498e-01,9.859099999999999808e-02
1.000000000000000000e+00,3.700000000000000000e+01,1.204871000000000025e+00,1.077200000000000032e-02,4.781889999999999752e-01,1.107930000000000026e-01
1.000000000000000000e+00,1.000000000000000000e+01,9.162649999999999961e-01,0.000000000000000000e+00,5.289289999999999825e-01,1.081560000000000021e-01
1.000000000000000000e+00,5.500000000000000000e+01,3.956318000000000001e+00,3.285199999999999926e-02,5.407690000000000552e-01,1.173290000000000027e-01
1.000000000000000000e+00,4.500000000000000000e+01,1.491918000000000077e+00,1.709499999999999909e-02,5.433550000000000324e-01,1.181100000000000066e-01
1.000000000000000000e+00,1.200000000000000000e+01,8.227999999999999203e-03,0.000000000000000000e+00,5.667889999999999873e-01,9.668100000000000305e-02
1.000000000000000000e+00,9.000000000000000000e+00,3.606005999999999823e+00,0.000000000000000000e+00,5.214999999999999636e-01,1.084669999999999940e-01
0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.982539999999999747e-01,1.252719999999999945e-01
1.000000000000000000e+00,4.300000000000000000e+01,5.841979999999999951e-01,9.103999999999999246e-03,4.709800000000000098e-01,1.213919999999999999e-01
1.000000000000000000e+00,5.000000000000000000e+00,7.343060000000000143e-01,0.000000000000000000e+00,5.022590000000000110e-01,1.090150000000000008e-01
1.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.931329999999999880e-01,1.357140000000000013e-01
1.000000000000000000e+00,4.000000000000000000e+00,3.463080000000000047e-01,0.000000000000000000e+00,5.068059999999999787e-01,1.147470000000000018e-01
1.000000000000000000e+00,7.000000000000000000e+00,7.829899999999999360e-02,8.593999999999999209e-03,4.999210000000000043e-01,1.489590000000000081e-01
1.000000000000000000e+00,1.500000000000000000e+01,1.598322999999999938e+00,1.156800000000000016e-02,4.241730000000000222e-01,1.205009999999999970e-01
