-1.318792212907859529e+00,-6.636774870493350242e+00,1.155484199413476176e+01,-8.364497022439953966e+00,-1.655832366430869840e+01,2.952599804665648531e+00
7.928757252223707086e-01,-6.424489812510029374e+00,9.918778663422607167e+00,-7.733223683422407291e+00,-1.514322618838716750e+01,1.773769475767185355e+00
8.868173359614288653e-01,-6.531625438636876169e+00,1.019263796297424562e+01,-8.421222939964231102e+00,-1.578535620108031523e+01,2.448335535721205769e+00
9.291419293451086414e-01,-2.515486454460268639e+00,1.168660667391215569e+01,-9.241206328634500977e+00,-1.707792308501049661e+01,2.419562149155139785e+00
9.413371075609406891e-01,-6.408278154054930731e+00,1.073616942638987481e+01,-7.180186367819607618e+00,-1.588746544433820596e+01,2.150373571491346780e+00
9.389295473582226492e-01,-6.410394106560178606e+00,1.054934142928326857e+01,-7.650714759247225771e+00,-1.783197199686765444e+01,3.034784685304742879e+00
8.689377175521669772e-01,-6.159568527456623421e+00,9.162307960201934165e+00,-7.134022456723879024e+00,-1.682515806103945621e+01,3.641639963483250142e+00
8.890029021654006769e-01,-6.661515606625934893e+00,1.054353277459048321e+01,-8.934021843626590353e+00,-1.572392124689603143e+01,2.195810796116305141e+00
-3.869057862393940894e+01,-6.612238392997944025e+00,1.320431317451868836e+01,-8.170725214236451706e+00,-1.722816332761939506e+01,2.526529128125415191e+00
-1.334674585609797459e-01,-2.164747931038472295e+00,1.102534823479852299e+01,-7.817609439724549247e+00,-1.682593235308960899e+01,3.713482613766033502e+00
1.001508844196679293e+00,-6.139553477707567986e+00,1.010351141230613514e+01,-6.007175262171465135e+00,-1.474790364595611258e+01,2.769918246145461449e+00
-1.576044049594643448e-01,-2.055413874900803073e+00,9.896090287773077421e+00,-7.935900790864423016e+00,-1.684252279325144741e+01,3.768030593413056462e+00
9.590256237973516784e-01,-6.493264620409595622e+00,1.065514243376234660e+01,-8.345714612562000312e+00,-1.846213524369111170e+01,3.873542481835498208e+00
-1.223011938113886998e+01,-6.320462250576263763e+00,1.032582009627030395e+01,-7.697545022889594968e+00,-1.674060780572610341e+01,3.425261690972933426e+00
-9.887462334135642905e+00,-6.660971109506790278e+00,1.215904020994199719e+01,-8.944372935506365252e+00,-1.672124321663075719e+01,5.241146800586538923e+00
7.944170471928403421e-01,-6.574611841201540408e+00,1.013564803082124932e+01,-8.592162393206887572e+00,-1.542361313657700173e+01,1.938948030921737065e+00
9.421733826334071082e-01,-6.315396331563556842e+00,9.898516571522115726e+00,-7.641413729939246835e+00,-1.769825055957397808e+01,3.606864363845791122e+00
1.283201346406142695e+00,-6.780178749878931654e+00,1.207344489909725027e+01,-8.848641120441456565e+00,-1.466883447432705445e+01,3.446836724472548408e+00
3.611336714485280375e-01,-6.153328854333772746e+00,9.348137440759732186e+00,-6.552219791126179693e+00,-1.500239068506492579e+01,2.320647456939229247e+00
8.925144198063166279e-01,-6.417335049384722545e+00,9.999617617063320196e+00,-7.945167311634096841e+00,-1.636457189643147814e+01,2.787449147910385783e+00
