1,1,22,22,22,19,18,14,49.895756,17.775994,5.27092,0.771761,0.018632,0.006864,0.003923,0.003923,0.486903,0.100025,1,0
1,1,24,24,22,18,16,13,57.709936,23.799994,3.325423,0.234185,0.003903,0.003903,0.003903,0.003903,0.520908,0.144414,0,0
1,1,55,53,53,50,43,31,40.467228,18.445954,9.118901,3.079428,0.840261,0.272434,0.007653,0.001531,0.483284,0.11479,0,0
1,1,6,6,6,6,2,1,20.679649,9.497786,1.22366,0.150382,0,0,0,0,0.576318,0.071071,1,0
1,1,45,45,45,43,40,32,84.358401,50.977459,17.293722,1.974419,0,0,0,0,0.546008,0.112378,0,0
1,0,25,25,25,23,22,18,22.480047,13.949995,0.436232,0.116119,0,0,0,0,0.551682,0.139657,1,0
1,1,94,93,92,89,86,77,8.610822,1.981319,0.401183,0.066095,0,0,0,0,0.541277,0.124505,0,0
1,1,20,18,16,15,13,9,65.113664,33.124797,8.785379,0.673542,0.051811,0.002933,0.000978,0.000978,0.569458,0.089936,1,0
1,1,25,25,24,23,22,19,17.03406,9.976938,1.067243,0.484829,0.46779,0.306697,0.188975,0.130114,0.552002,0.108428,0,0
1,1,64,64,63,58,55,40,19.673459,6.064866,0.907342,0.080105,0,0,0,0,0.551182,0.098591,0,0
1,1,37,37,37,34,31,23,61.357614,35.165912,8.114027,1.204871,0.178499,0.010772,0,0,0.478189,0.110793,0,0
1,1,10,10,9,9,9,6,72.938941,20.285362,9.793215,0.916265,0.040814,0,0,0,0.528929,0.108156,1,0
1,1,55,53,51,47,39,26,71.337302,39.430203,21.117569,3.956318,0.636703,0.032852,0,0,0.540769,0.117329,0,0
1,1,45,45,45,43,37,24,35.173512,15.421144,5.206171,1.491918,0.371425,0.017095,0,0,0.543355,0.11811,0,0
1,1,12,12,11,11,10,8,31.303995,2.021039,0.310613,0.008228,0,0,0,0,0.566789,0.096681,1,0
1,1,9,9,9,9,8,5,196.172269,36.529744,18.431154,3.606006,0.05935,0,0,0,0.5215,0.108467,0,0
1,0,30,30,30,29,27,21,5.16331,0.846716,0.003019,0,0,0,0,0,0.498254,0.125272,0,0
1,1,43,42,42,39,37,27,39.211044,18.275524,3.939161,0.584198,0.018209,0.009104,0.00607,0.004552,0.47098,0.121392,0,0
1,1,5,5,5,5,4,2,69.552393,31.66465,13.057079,0.734306,0,0,0,0,0.502259,0.109015,0,0
1,1,13,12,11,9,8,6,2.126707,0.337744,0,0,0,0,0,0,0.493133,0.135714,0,0
1,1,4,4,4,4,4,4,78.557051,20.402173,5.151197,0.346308,0.034114,0,0,0,0.506806,0.114747,1,0
1,1,7,7,7,7,7,4,37.238886,17.444478,2.888475,0.078299,0.034375,0.008594,0.005729,0.003819,0.499921,0.148959,0,0
1,1,15,15,14,12,10,9,70.413923,40.163401,11.161267,1.598323,0.317158,0.011568,0.005784,0.000964,0.424173,0.120501,1,0
1,1,22,22,20,19,16,13,7.666737,2.188929,0.161388,0,0,0,0,0,0.528319,0.159822,0,0
1,1,19,19,18,16,12,11,32.664999,13.682969,4.325823,0.413333,0.107486,0.04104,0.003909,0.003909,0.505168,0.104555,0,0
1,1,12,12,12,12,10,7,60.619638,25.412079,4.447385,0.420792,0.011826,0,0,0,0.507336,0.115299,1,0
1,1,15,15,14,14,11,9,120.037514,55.14125,9.176269,1.020974,0.007691,0.004807,0.004807,0.003845,0.514624,0.085562,0,0
1,1,24,24,23,21,19,15,96.599355,36.501107,10.878852,1.407478,0.005772,0.003848,0,0,0.527487,0.105825,0,0
1,1,14,14,14,14,12,9,125.731993,48.659028,16.775043,1.694859,0.00595,0.00595,0.00595,0.00595,0.55084,0.111073,1,0
1,1,61,60,58,57,54,42,32.028807,12.793278,3.658368,0.327146,0.023592,0.020447,0.014155,0.006291,0.575902,0.102233,0,0
1,1,73,71,71,70,70,65,44.343736,29.424664,6.624892,0.811588,0.056873,0,0,0,0.534769,0.079929,0,0
1,1,17,16,16,16,12,10,54.483137,14.79985,3.203629,0.155942,0.01462,0.003899,0,0,0.522769,0.081869,1,0
1,1,66,62,61,61,57,44,42.595095,20.475159,2.783822,1.13136,0.498044,0.215204,0,0,0.527952,0.086082,0,0
1,1,39,39,36,35,30,27,66.289899,18.410266,9.29063,1.64061,0.118617,0.012324,0.010783,0.003081,0.502645,0.09551,0,0
1,1,25,24,24,22,21,15,51.246256,23.520502,5.945784,0.523714,0,0,0,0,0.517687,0.149189,0,0
1,1,19,18,17,14,13,8,47.000422,28.290417,12.426334,1.600509,0.086458,0,0,0,0.532509,0.086458,1,0
1,1,17,17,17,17,17,10,22.690652,6.918374,1.165543,0.062406,0.013441,0.005761,0.005761,0.0048,0.499478,0.097929,0,0
1,1,52,51,51,50,48,34,22.951977,10.029318,4.423472,0.513135,0.054096,0.023184,0,0,0.497064,0.100463,0,0
1,1,35,34,33,31,23,14,64.555398,32.798346,12.322802,4.69705,2.101132,1.0735,0.324978,0.126868,0.568962,0.089784,1,0
1,1,11,11,11,11,10,9,78.775093,45.688227,17.21856,0.512342,0.008165,0,0,0,0.540203,0.082669,1,0
1,1,29,29,27,25,21,18,90.97488,49.911174,23.987895,4.047519,0.751442,0.158978,0.014812,0.006912,0.487065,0.115531,0,0
1,1,24,24,22,22,19,15,89.107549,60.484696,20.952812,1.666182,0.073661,0,0,0,0.505949,0.084035,1,0
1,1,49,48,48,47,45,39,30.842267,13.341782,3.718794,0.395917,0.036135,0,0,0,0.514957,0.102122,0,0
1,1,13,13,13,12,12,8,71.506916,32.943502,6.383264,0.586822,0.013579,0.00388,0.00388,0.00388,0.488096,0.106695,1,0
1,1,42,42,41,40,39,32,14.580941,5.638233,0.736568,0.004652,0,0,0,0,0.496263,0.105445,0,0
1,0,1,1,1,1,1,1,33.439499,11.918998,1.360702,0.044063,0,0,0,0,0.544443,0.139532,0,0
1,1,36,36,35,33,27,19,49.718087,24.47149,12.510102,1.281612,0.079621,0.037412,0.003837,0.003837,0.478831,0.099766,0,0
1,1,26,25,25,25,25,17,6.380293,1.676361,0.02454,0,0,0,0,0,0.5496,0.092023,1,0
1,1,53,52,52,52,51,39,75.983475,39.166644,15.95505,1.287803,0.093432,0,0,0,0.554139,0.118347,0,0
1,1,5,5,5,4,4,4,34.651807,19.531708,6.94306,0.076804,0,0,0,0,0.553294,0.072708,0,0
1,1,41,41,40,40,38,35,6.090116,0.834492,0.02746,0,0,0,0,0,0.506881,0.091535,1,0
1,1,43,43,43,41,39,22,47.749076,26.63222,4.384047,0.436208,0,0,0,0,0.508396,0.117682,0,0
1,1,76,76,74,69,61,41,56.752722,24.995829,10.18401,2.21651,0.183793,0.03613,0,0,0.569042,0.12567,0,0
1,1,37,36,36,36,34,25,37.667153,16.675068,4.589004,1.119578,0.113855,0,0,0,0.550092,0.113855,0,0
1,0,51,50,49,49,47,32,13.388122,3.02962,0.64097,0.112208,0,0,0,0,0.497224,0.112208,0,0
1,1,16,15,14,13,11,9,46.8325,21.635597,2.999985,0.506774,0.124958,0.046611,0.000992,0.000992,0.57876,0.101157,1,0
1,1,37,36,35,34,32,23,14.909042,6.025305,0.471824,0.056497,0,0,0,0,0.502927,0.116047,0,0
1,1,15,15,15,14,11,6,82.703077,20.592142,4.563607,0.312338,0.003856,0.003856,0.003856,0.003856,0.53348,0.095437,1,0
1,1,15,15,15,15,12,10,55.831567,8.713496,2.060281,0.08491,0.00488,0.00488,0.00488,0.00488,0.492876,0.121997,1,0
1,1,10,10,10,10,9,7,132.596385,62.74036,26.938458,5.086118,0.644187,0.098006,0,0,0.483907,0.11332,1,0
1,1,40,39,39,34,32,21,34.151123,13.867574,2.267345,0.012256,0,0,0,0,0.534825,0.107239,0,0
1,1,47,45,41,39,37,30,88.802964,49.013816,25.011965,6.607696,1.177948,0.074593,0.001554,0,0.53816,0.113444,0,0
